Element,Mg25,Ca43,Ca44,Cr52,Cr53,Mn55,Fe57,Co59,Ni60,Ni62,Cu63,Cu65,Zn66,Zn68,Sr86,Sr88,Sn118,Sn119,Sn120,Ba137,Ba138,Ce140,Pb206,Pb208
NIST610,0.402489907,1,27.41419027,2.84018344,0.317236121,3.462926153,0.128665546,2.600675834,0.616665063,0.079729819,1.414843055,0.751058221,0.585803211,0.509563987,0.571288235,4.488638173,1.216560559,0.834677953,1.863329422,0.522293263,3.566962586,5.334758669,1.364207506,3.457921083
