"","Time","Mg25","Ca43","Ca44","Cr52","Cr53","Mn55","Fe57","Co59","Ni60","Ni62","Cu63","Cu65","Zn66","Zn68","Sr86","Sr88","Sn118","Sn119","Sn120","Ba137","Ba138","Ce140","Pb206","Pb208"
"1",32.0399,0.140974344249362,1,18.2301584567981,0.265860604977598,NA,0.0406217092795577,0.0722556072194042,NA,0.00269534045518894,NA,0.0240153417860974,0.00800667410936858,0.0994458404655606,0.0692732726032201,0.265590419727064,1.86124164141714,0.0838413936003128,0.00376961095627409,0.0509975683550186,0.0261058846380855,0.232808697147922,0.00137488883429997,0.085816946539839,0.101088457864144
"2",32.3229,0.134910966959655,1,18.7567965438985,0.498870535684026,0.0205743770698225,0.045955126870609,0.0521718206308912,NA,NA,NA,0.018055396432234,0.00366343593618982,0.291833460581567,0.10843339609195,0.209685032477864,2.76672393566084,0.0125840509555771,0.00811527646792836,0.0171685974277429,0.0351487969491216,0.283724270569767,0.00160921942932914,0.107264292315328,0.142363591768873
"3",32.606,0.0412870125209317,1,7.28598896146808,0.442192753311283,0.0365966313113635,0.032280949512126,0.0897897736661093,NA,0.00380652162671264,NA,0.0182994813853895,0.00655782340779067,0.170818205226905,0.081970322380806,0.20184330488765,2.33110240071455,0.01670753094415,0.00364353813573002,0.0285365643935197,0.024008079203247,0.229481288851429,0.00298232209417561,0.053466742481658,0.0259385127809324
"4",32.889,2.83041519529831,1,30.9299393371891,0.692556246677102,0.0145439160700668,0.0483127132610373,0.151822328447583,NA,0.0035631388743978,NA,0.0203928753927295,0.0127333884445364,0.28832331294503,0.10702352394055,0.843333676076859,1.98487106428465,0.00874493740580269,0.0112570920411838,0.0213922283557601,0.0224059730738529,0.572588539062746,0.00181755141323187,0.0518216096037026,0.0883763314081407
"5",33.172,0.168745824906336,1,38.1835947869077,0.438655315925314,0.0202028201900763,0.13001398727688,0.132444369024808,NA,NA,NA,0.155023931531689,0.0725262108279499,0.196280060855896,0.0826704891799004,0.251693709815896,2.52013305010564,0.0414079040710225,0.0161316142848255,0.0331066402157939,0.0228978564738672,0.203269333095578,0.00219650422761252,0.0626262254523069,0.104614948375219
"6",33.455,0.086888086825364,1,37.0745864998883,0.331511498790895,NA,0.100532511357651,0.0840029481981121,0.00545678728199596,NA,NA,0.0237246532462898,0.0207570926158673,0.141421988672246,0.0684347691732011,0.572181146525812,2.37580789670173,0.00925927140218026,0.00528688144636291,0.0264534425173099,0.0219130243304299,0.208314607144356,0.00135824678809467,0.0603116823310322,0.0836298213958672
"7",33.7381,0.0702615477146843,1,25.4281920447573,0.222379125073636,NA,0.230991993214026,0.126818959388445,NA,NA,NA,0.0304680442604875,0.0205361232363713,0.153649646906136,0.11053616127397,0.522278929188529,2.42939984119233,0.0145512849375156,0.00368433890018225,0.0217335221254306,0.0242368135590932,0.211458100809174,NA,0.0610934451864247,0.081400979615924
"8",34.0211,0.0687361182574921,1,26.779277985465,0.201865436181822,NA,0.101846669389525,0.114859514442322,0.00240800900133192,0.00246692259481538,NA,0.0324623695813215,0.0132794716067924,0.158173319166685,0.0888032611913717,0.189395376129225,1.53879814030348,0.00984044364676937,0.00634596292104258,0.0175813794102198,0.0394591780604874,0.152838651118951,0.032895904806186,0.0385448020929232,0.066200232242182
"9",34.3041,0.0495952346494212,1,19.6556404498091,0.149846009229314,NA,0.0503321761122783,0.0660761059334204,0.00227204572307812,NA,NA,0.0195028377395994,0.0167412167235927,0.137107455374812,0.0585614993302726,0.257357101932701,1.94383799835413,0.0104754646492829,0.00598765116973899,NA,0.0281930911297125,0.214076352275404,0.00767630322291744,0.0690768945672288,0.0683751841009624
"10",34.5871,0.0465457216079574,1,32.0943442186258,0.150540758533843,NA,0.0684483840740893,0.0821523777523974,NA,0.00554958880986504,NA,0.02232039158573,0.0114392879835085,0.112866726683869,0.105291789083869,0.938673772614836,3.19285160837493,0.00738968292309649,NA,0.0199187072688819,0.0236767928269065,0.166252702635299,0.00345366165117722,0.066511517328817,0.148822955092727
"11",34.8702,0.0896496778578427,1,42.905584763423,0.194589391408757,NA,0.081670119715555,0.741274225824187,0.00219958168997451,0.0046743081008429,NA,0.0260618607558738,0.0107709363294589,0.140566435096607,0.0982148055124685,0.441580256180413,4.36788786326595,0.0124469282838867,0.00579668258659402,0.0173250514670331,0.029481287671635,0.317362140371312,0.00491871804671861,0.0753999518125995,0.0913835057931214
"12",35.1532,0.14170192852998,1,33.0116523994476,0.290076873442472,0.00719218977445811,0.0583724130910186,0.068629251562021,0.00202216424326847,0.00318440336957741,NA,0.0162576142006904,0.00865278848841339,0.191640641627486,0.16216798730717,0.438038090493265,2.81863832319599,0.0178017615999022,0.00897676717758357,0.0380332262765758,0.0311254317547173,0.216888317893264,0.00105673915301381,0.0681984396419462,0.0745386706283624
"13",35.4362,0.038957150419045,1,35.4611421992407,0.167129873446949,0.00714725663286488,0.0580077319598461,0.0844660268930594,0.00200953079015934,0.00205869534062343,NA,0.0139692225233976,0.0148069161324855,0.258452590237321,0.0841497709411303,0.258287024658655,1.99831646678884,0.0166372613753543,NA,0.0216087533890985,0.0219380025150576,0.183056462015417,0.00105013718456213,0.0399545479613983,0.0489700156960506
"14",35.7192,0.0430138975211795,1,26.0104796159007,0.149533215661855,NA,0.0467058173996953,0.042954115098279,NA,0.00527193946282742,NA,0.0147703968475077,0.00477935702137428,0.0803283583840083,0.0901761094756966,0.307646377090161,1.55306470225094,0.00392194291147393,0.00756280793763207,0.0109864361336872,0.0175932485085622,0.253481692181198,0.00102976300538357,0.0566368473889868,0.0521222417398775
"15",36.0023,0.0690022493276993,1,23.6532768370298,0.195268254592301,NA,0.065873542502544,0.0420127591396162,0.00236670539453776,0.0024246084669232,NA,0.0164521163176614,0.0101270711622426,0.109115452725586,0.109619536382263,0.250023798864637,1.88506561102684,0.0121522721517371,0.00766011139001731,0.0200029965825489,0.0187766586385871,0.123086643048945,NA,0.0483665209441315,0.0662964590381367
"16",36.2853,0.0597064346668393,1,35.6539179201015,0.38149107103211,0.0198545443376155,0.133838534689945,0.0412241224991839,0.00365545677066464,NA,NA,0.0214330898792082,0.00660724600432631,0.125157495601772,0.282997785122182,0.420493568955566,3.05611780111355,0.0168538017475288,0.00523747508817502,0.662429335398902,0.0344538628697305,0.251064547586043,NA,0.0706558977055321,0.11571563160771
"17",36.5683,0.039557186583551,1,16.0488531453788,0.129141621064852,NA,0.0266643255632464,0.0480573283891634,NA,0.00407926338098316,NA,0.0112550554903523,0.00939978392518449,0.0531970534704822,0.0473453580966335,0.277148848564582,1.4498389695328,NA,NA,NA,0.0190470055845406,0.111834605268627,0.00100312690675226,0.0360403289039976,0.052772286880301
